parola,amore,aspettativa,attivazione,disgusto,dominanza,fiducia,gioia,neutrale,paura,rabbia,sorpresa,tristezza,valenza
teatrale,0.43,0.71,6.67,0.17,4.83,0.29,0.58,0.0,0.29,0.25,0.75,0.21,5.17
teatro,0.7,0.75,6.0,0.0,6.5,0.58,0.83,0.0,0.04,0.17,0.75,0.46,7.67
tecnica,0.36,0.62,5.67,0.21,4.17,0.54,0.17,0.0,0.42,0.29,0.25,0.29,5.83
tecnicamente,0.18,0.29,5.17,0.0,5.17,0.25,0.12,0.0,0.0,0.0,0.12,0.0,6.17
tecnico,0.38,0.67,5.0,0.04,4.33,0.67,0.08,0.0,0.04,0.12,0.04,0.12,4.5
tecnologia,0.4,0.5,4.67,0.0,6.0,0.42,0.38,0.0,0.0,0.0,0.38,0.04,7.5
tecnologico,0.38,0.54,5.83,0.04,6.0,0.42,0.33,0.0,0.25,0.08,0.29,0.08,6.0
tedesco,0.11,0.17,4.33,0.08,5.0,0.17,0.04,0.0,0.08,0.08,0.04,0.04,5.5
tedioso,0.0,0.21,4.83,0.21,2.33,0.0,0.0,0.0,0.08,0.54,0.0,0.71,2.5
tegame,0.19,0.29,3.17,0.0,7.17,0.17,0.21,0.0,0.0,0.0,0.08,0.0,6.0
tela,0.12,0.17,4.5,0.08,5.17,0.04,0.21,0.0,0.04,0.12,0.04,0.12,5.5
telecamera,0.04,0.0,5.33,0.04,3.67,0.04,0.04,0.0,0.17,0.04,0.21,0.0,4.83
telefilm,0.36,0.71,5.17,0.08,5.5,0.17,0.54,0.0,0.29,0.08,0.46,0.38,5.5
telefonare,0.17,0.38,4.83,0.0,4.67,0.17,0.17,0.0,0.17,0.0,0.29,0.08,5.0
telefonata,0.21,0.58,5.17,0.04,4.33,0.08,0.33,0.0,0.42,0.08,0.46,0.21,4.5
telefonico,0.25,0.58,6.17,0.25,4.33,0.29,0.21,0.0,0.17,0.29,0.42,0.21,5.0
telefonino,0.25,0.38,5.0,0.0,6.83,0.25,0.25,0.0,0.04,0.08,0.17,0.08,6.33
telefono,0.16,0.33,4.0,0.12,5.83,0.21,0.12,0.0,0.12,0.12,0.17,0.12,5.0
telegiornale,0.12,0.46,5.5,0.54,4.83,0.17,0.08,0.0,0.38,0.75,0.17,0.71,4.5
telescopio,0.27,0.42,5.83,0.0,4.5,0.33,0.21,0.0,0.04,0.0,0.38,0.0,6.0
televendita,0.12,0.21,5.0,0.42,4.67,0.17,0.08,0.0,0.17,0.17,0.17,0.5,4.83
televisione,0.31,0.42,3.67,0.29,4.5,0.08,0.54,0.0,0.04,0.04,0.25,0.29,5.5
televisivo,0.17,0.25,4.33,0.17,4.5,0.17,0.17,0.0,0.12,0.17,0.29,0.17,3.67
televisore,0.16,0.17,4.33,0.12,4.5,0.04,0.29,0.0,0.12,0.17,0.25,0.04,5.5
tema,0.25,0.29,6.83,0.04,6.17,0.21,0.29,0.0,0.17,0.17,0.29,0.21,5.5
temerario,0.35,0.33,4.83,0.12,5.33,0.29,0.42,0.0,0.21,0.17,0.5,0.25,6.83
temere,0.06,0.33,6.0,0.08,3.5,0.08,0.04,0.0,1.0,0.54,0.25,0.42,3.0
temperamento,0.48,0.33,4.33,0.04,6.83,0.42,0.54,0.0,0.0,0.21,0.17,0.04,6.67
temperato,0.29,0.5,4.17,0.0,4.83,0.5,0.08,0.0,0.0,0.12,0.12,0.08,4.83
temperatura,0.15,0.46,4.67,0.0,5.67,0.12,0.17,0.0,0.04,0.04,0.08,0.04,5.33
temperino,0.06,0.0,4.0,0.0,5.67,0.0,0.12,0.0,0.0,0.0,0.0,0.0,4.67
tempesta,0.12,0.17,6.17,0.0,3.5,0.12,0.12,0.0,0.79,0.5,0.17,0.54,3.17
tempio,0.46,0.54,2.5,0.0,5.0,0.67,0.25,0.0,0.17,0.0,0.08,0.08,6.17
tempo,0.23,0.71,5.0,0.0,3.67,0.42,0.04,0.0,0.42,0.17,0.17,0.5,4.33
temporale,0.02,0.33,5.0,0.04,4.0,0.0,0.04,0.0,0.58,0.17,0.42,0.29,4.83
temporaneo,0.19,0.33,6.0,0.17,4.33,0.17,0.21,0.0,0.33,0.25,0.17,0.42,4.67
tenace,0.5,0.75,6.33,0.0,6.83,0.58,0.42,0.0,0.0,0.04,0.17,0.0,7.17
tenda,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,5.0
tendenza,0.17,0.46,4.67,0.0,4.83,0.17,0.17,0.0,0.0,0.0,0.29,0.0,5.17
tendere,0.31,0.33,5.5,0.0,5.33,0.29,0.33,0.0,0.04,0.08,0.21,0.12,5.33
tenebra,0.02,0.04,5.33,0.0,4.67,0.04,0.0,0.0,0.92,0.04,0.04,0.42,3.83
tenebroso,0.06,0.08,5.17,0.0,5.5,0.04,0.08,0.0,0.58,0.17,0.29,0.21,4.67
tenente,0.14,0.25,5.17,0.04,4.83,0.25,0.04,0.0,0.21,0.08,0.04,0.17,4.83
tenera,0.67,0.25,5.0,0.0,5.67,0.54,0.79,0.0,0.08,0.0,0.25,0.08,6.67
tenere,0.42,0.29,4.83,0.17,6.17,0.42,0.42,0.0,0.17,0.17,0.29,0.17,5.5
tenerezza,0.69,0.25,4.5,0.04,4.83,0.67,0.71,0.0,0.04,0.12,0.08,0.29,6.67
tenero,0.75,0.17,3.67,0.12,5.0,0.54,0.96,0.0,0.12,0.04,0.17,0.12,7.0
tennis,0.32,0.29,5.33,0.17,5.33,0.21,0.42,0.0,0.17,0.21,0.21,0.17,6.33
tensione,0.0,0.17,7.83,0.29,3.17,0.0,0.0,0.0,0.83,0.42,0.54,0.08,4.33
tentare,0.33,0.67,6.33,0.08,6.0,0.29,0.38,0.0,0.21,0.21,0.33,0.04,5.5
tentativo,0.39,0.96,6.17,0.0,5.17,0.58,0.21,0.0,0.54,0.21,0.21,0.08,5.33
tentazione,0.14,0.42,4.17,0.0,5.0,0.08,0.21,0.0,0.21,0.04,0.33,0.08,4.67
tenuta,0.19,0.25,3.67,0.0,4.67,0.17,0.21,0.0,0.0,0.0,0.04,0.0,6.5
teologia,0.17,0.25,4.5,0.17,4.83,0.17,0.17,0.0,0.08,0.17,0.08,0.21,4.17
teologo,0.21,0.12,5.33,0.0,5.5,0.17,0.25,0.0,0.12,0.12,0.04,0.08,5.33
teorema,0.29,0.58,5.0,0.0,4.67,0.58,0.0,0.0,0.04,0.0,0.12,0.0,5.5
teoria,0.58,0.88,5.83,0.08,7.0,0.75,0.42,0.0,0.17,0.04,0.38,0.04,6.83
teorico,0.27,0.75,5.0,0.04,5.0,0.12,0.42,0.0,0.08,0.04,0.12,0.17,5.5
terapia,0.48,0.38,6.0,0.0,4.67,0.71,0.25,0.0,0.38,0.21,0.04,0.62,7.67
terminale,0.08,0.04,4.67,0.12,4.0,0.12,0.04,0.0,0.67,0.29,0.12,0.67,3.83
terminare,0.32,0.67,7.33,0.04,5.83,0.21,0.42,0.0,0.5,0.17,0.08,0.42,5.17
termine,0.18,0.54,6.5,0.33,3.5,0.08,0.29,0.0,0.75,0.25,0.29,0.71,3.17
termometro,0.17,0.42,5.67,0.04,5.0,0.17,0.17,0.0,0.29,0.04,0.54,0.17,5.0
terra,0.39,0.29,5.33,0.0,2.67,0.21,0.58,0.0,0.42,0.17,0.08,0.0,5.67
terrazzo,0.27,0.17,5.67,0.0,5.67,0.04,0.5,0.0,0.21,0.0,0.08,0.0,5.83
terremoto,0.02,0.08,6.33,0.04,2.5,0.0,0.04,0.0,0.83,0.38,0.29,0.29,2.83
terreno,0.23,0.17,4.33,0.08,5.17,0.25,0.21,0.0,0.04,0.12,0.17,0.04,5.67
terrestre,0.11,0.0,4.33,0.04,5.0,0.04,0.17,0.0,0.04,0.04,0.08,0.04,4.83
terribile,0.0,0.21,6.5,0.75,4.0,0.0,0.0,0.0,1.0,0.71,0.25,0.83,1.67
terrificante,0.02,0.08,7.83,0.54,1.83,0.04,0.0,0.0,1.0,0.42,0.71,0.54,1.83
terrificare,0.15,0.17,6.33,0.46,4.33,0.12,0.17,0.0,0.96,0.75,0.46,0.67,3.67
territoriale,0.06,0.04,4.33,0.04,4.33,0.08,0.04,0.0,0.17,0.0,0.0,0.0,4.5
territorio,0.19,0.21,4.17,0.04,4.83,0.17,0.21,0.0,0.17,0.21,0.08,0.12,5.67
terrone,0.0,0.0,6.33,0.62,2.17,0.0,0.0,0.0,0.58,0.79,0.04,0.33,1.67
terrore,0.0,0.08,7.33,0.58,2.83,0.0,0.0,0.0,0.88,0.5,0.21,0.5,2.17
terrorismo,0.02,0.29,7.33,0.96,3.17,0.04,0.0,0.0,1.0,1.0,0.71,0.83,1.5
terrorista,0.0,0.0,6.33,0.96,2.17,0.0,0.0,0.0,1.0,1.0,0.42,0.79,1.67
terroristico,0.06,0.04,8.5,0.67,4.5,0.12,0.0,0.0,0.96,0.83,0.08,0.62,1.67
terrorizzare,0.02,0.12,6.33,0.33,3.17,0.04,0.0,0.0,0.96,0.83,0.21,0.79,2.17
terza,0.08,0.25,5.17,0.21,5.17,0.08,0.08,0.0,0.17,0.33,0.25,0.29,4.83
terzo,0.15,0.17,4.5,0.04,4.67,0.17,0.12,0.0,0.04,0.17,0.17,0.12,5.17
teschio,0.0,0.0,6.17,0.54,4.0,0.0,0.0,0.0,0.58,0.33,0.04,0.54,2.67
tesi,0.27,0.54,7.17,0.04,3.83,0.21,0.33,0.0,0.54,0.12,0.21,0.12,5.67
teso,0.02,0.38,7.83,0.58,3.67,0.04,0.0,0.0,0.92,0.75,0.25,0.17,2.17
tesoro,0.72,0.83,4.17,0.04,5.83,0.62,0.83,0.0,0.08,0.04,0.79,0.12,7.83
tessera,0.0,0.0,4.33,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
tessuto,0.06,0.21,3.67,0.0,6.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,5.5
test,0.1,0.79,6.0,0.04,4.33,0.21,0.0,0.0,0.46,0.17,0.42,0.17,3.67
testa,0.12,0.21,4.0,0.0,5.33,0.12,0.12,0.0,0.04,0.04,0.04,0.04,5.33
testa_di_cazzo,0.09,0.0,7.0,0.67,4.5,0.0,0.17,0.0,0.21,0.71,0.04,0.21,4.17
testamento,0.1,0.46,5.83,0.0,3.5,0.21,0.0,0.0,0.38,0.17,0.21,0.96,4.0
testare,0.14,0.92,4.33,0.0,5.0,0.21,0.08,0.0,0.17,0.0,0.12,0.0,5.17
testimone,0.46,0.58,5.33,0.0,5.17,0.67,0.25,0.0,0.17,0.04,0.17,0.04,5.67
testimonianza,0.15,0.21,4.5,0.04,5.33,0.17,0.12,0.0,0.08,0.0,0.12,0.17,4.5
testimoniare,0.44,0.79,4.67,0.17,5.0,0.71,0.17,0.0,0.71,0.33,0.33,0.21,5.67
testo,0.16,0.5,4.17,0.0,6.33,0.21,0.12,0.0,0.0,0.0,0.29,0.0,5.67
tetro,0.0,0.21,6.5,0.42,3.17,0.0,0.0,0.0,1.0,0.17,0.33,0.79,3.33
tetta,0.38,0.58,7.5,0.08,6.83,0.04,0.71,0.0,0.04,0.04,0.75,0.04,7.33
tetto,0.71,0.75,4.83,0.0,5.67,0.67,0.75,0.0,0.12,0.0,0.17,0.08,6.83
texano,0.11,0.29,4.0,0.0,5.0,0.04,0.17,0.0,0.12,0.04,0.29,0.0,5.67
tifare,0.54,0.83,5.17,0.29,5.33,0.33,0.75,0.0,0.29,0.79,0.42,0.58,6.0
tifoso,0.67,0.58,6.17,0.21,6.33,0.67,0.67,0.0,0.25,0.46,0.33,0.38,5.83
tigre,0.1,0.0,4.67,0.0,4.83,0.0,0.21,0.0,0.62,0.08,0.17,0.04,6.17
timidezza,0.1,0.21,6.0,0.04,4.0,0.12,0.08,0.0,0.83,0.04,0.04,0.21,3.17
timido,0.45,0.29,6.5,0.0,4.5,0.58,0.33,0.0,0.71,0.04,0.21,0.33,4.67
timore,0.0,0.38,7.5,0.08,2.17,0.0,0.0,0.0,1.0,0.12,0.25,0.67,1.83
timoroso,0.0,0.17,5.5,0.29,4.67,0.0,0.0,0.0,0.96,0.29,0.04,0.33,2.83
tipico,0.33,0.25,3.33,0.04,6.0,0.38,0.29,0.0,0.04,0.04,0.08,0.04,6.17
tipo,0.38,0.67,4.67,0.17,5.17,0.54,0.21,0.0,0.54,0.29,0.29,0.46,5.33
tipologia,0.15,0.17,4.83,0.0,5.0,0.17,0.12,0.0,0.0,0.0,0.17,0.12,5.0
tirare,0.12,0.17,4.33,0.17,5.33,0.04,0.21,0.0,0.12,0.21,0.0,0.12,5.33
tiro,0.14,0.33,5.67,0.12,5.67,0.29,0.0,0.0,0.17,0.17,0.17,0.0,5.0
tirocinio,0.18,0.58,4.33,0.42,2.83,0.29,0.08,0.0,0.21,0.33,0.25,0.21,3.83
titolare,0.31,0.79,4.83,0.17,5.5,0.33,0.29,0.0,0.42,0.42,0.04,0.25,4.5
titolato,0.44,0.67,4.33,0.0,5.0,0.67,0.21,0.0,0.17,0.0,0.17,0.0,6.5
titolo,0.06,0.17,2.83,0.04,4.67,0.08,0.04,0.0,0.04,0.0,0.12,0.0,5.67
tizio,0.02,0.04,5.33,0.04,4.5,0.04,0.0,0.0,0.04,0.04,0.0,0.0,4.83
toccare,0.35,0.42,6.17,0.08,5.17,0.29,0.42,0.0,0.17,0.0,0.38,0.0,5.83
tocco,0.27,0.25,4.67,0.04,4.83,0.33,0.21,0.0,0.04,0.0,0.08,0.17,4.83
togliere,0.0,0.17,6.0,0.29,4.33,0.0,0.0,0.0,0.58,0.58,0.17,0.42,2.83
tollerante,0.33,0.33,3.67,0.08,5.33,0.42,0.25,0.0,0.08,0.08,0.0,0.04,5.67
tolleranza,0.5,0.21,6.0,0.04,5.83,0.42,0.58,0.0,0.04,0.08,0.21,0.04,6.67
tollerare,0.28,0.42,5.5,0.25,5.5,0.38,0.17,0.0,0.17,0.46,0.21,0.29,4.17
tomba,0.04,0.08,4.67,0.17,3.33,0.08,0.0,0.0,0.79,0.5,0.21,0.92,3.67
tondo,0.25,0.21,4.5,0.08,4.83,0.21,0.29,0.0,0.17,0.08,0.25,0.17,5.17
tonnellata,0.0,0.17,4.83,0.04,5.17,0.0,0.0,0.0,0.0,0.04,0.08,0.0,4.5
tono,0.06,0.04,4.17,0.17,4.67,0.0,0.12,0.0,0.17,0.25,0.25,0.17,4.5
top,0.81,0.83,4.33,0.0,6.5,0.67,0.96,0.0,0.0,0.0,0.46,0.0,8.67
topo,0.04,0.04,4.67,0.38,5.17,0.04,0.04,0.0,0.46,0.04,0.54,0.04,4.17
torcere,0.0,0.0,7.0,0.29,2.5,0.0,0.0,0.0,0.67,0.92,0.04,0.46,2.5
tormenta,0.02,0.0,6.83,0.04,2.17,0.0,0.04,0.0,0.54,0.54,0.08,0.42,3.33
tormentare,0.08,0.12,6.67,0.58,4.17,0.04,0.12,0.0,0.71,0.92,0.04,0.67,2.5
tormento,0.02,0.08,6.5,0.25,4.17,0.04,0.0,0.0,0.83,0.83,0.04,0.71,2.83
tormentone,0.55,0.54,7.17,0.29,5.67,0.21,0.88,0.0,0.17,0.17,0.33,0.29,6.5
tornare,0.69,0.71,6.83,0.21,5.67,0.67,0.71,0.0,0.38,0.21,0.58,0.62,6.33
torneo,0.62,0.83,6.83,0.17,6.67,0.58,0.67,0.0,0.21,0.21,0.29,0.17,6.67
toro,0.02,0.29,6.33,0.17,4.33,0.0,0.04,0.0,0.58,0.67,0.25,0.29,2.83
torre,0.25,0.25,5.67,0.0,4.17,0.25,0.25,0.0,0.42,0.17,0.21,0.17,5.17
torta,0.56,0.29,4.67,0.0,4.83,0.29,0.83,0.0,0.0,0.0,0.5,0.04,7.17
tortellino,0.38,0.75,6.17,0.04,6.17,0.21,0.54,0.0,0.0,0.0,0.25,0.0,7.17
tortino,0.41,0.42,5.67,0.04,5.0,0.12,0.71,0.0,0.0,0.0,0.38,0.17,6.0
torto,0.12,0.17,7.5,0.46,4.17,0.21,0.04,0.0,0.38,0.88,0.38,0.71,2.83
toscano,0.02,0.0,5.0,0.0,5.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,5.0
tosse,0.02,0.08,6.0,0.58,4.33,0.04,0.0,0.0,0.29,0.17,0.17,0.17,2.83
tossico,0.0,0.04,5.0,0.54,5.67,0.0,0.0,0.0,0.92,0.62,0.04,0.79,2.0
totale,0.29,0.21,3.67,0.17,5.0,0.42,0.17,0.0,0.17,0.17,0.17,0.17,5.0
totalmente,0.29,0.46,6.0,0.04,6.0,0.25,0.33,0.0,0.17,0.04,0.08,0.04,6.0
tour,0.35,0.71,5.5,0.0,6.17,0.12,0.58,0.0,0.0,0.0,0.33,0.0,7.67
tovaglia,0.02,0.0,3.67,0.0,5.83,0.0,0.04,0.0,0.0,0.0,0.0,0.0,5.0
traballante,0.19,0.29,6.0,0.08,4.5,0.21,0.17,0.0,0.67,0.46,0.29,0.21,4.17
traboccante,0.67,0.67,5.33,0.21,5.17,0.42,0.92,0.0,0.29,0.29,0.79,0.33,5.67
traccia,0.44,0.42,5.5,0.0,5.5,0.54,0.33,0.0,0.54,0.04,0.33,0.12,4.33
tracciare,0.0,0.08,4.33,0.04,5.17,0.0,0.0,0.0,0.12,0.04,0.17,0.0,4.83
track,0.06,0.0,5.33,0.12,5.5,0.04,0.08,0.0,0.04,0.12,0.21,0.0,5.17
tracollo,0.0,0.12,4.33,0.17,4.17,0.0,0.0,0.0,0.67,0.54,0.17,0.83,3.17
tracotanza,0.0,0.04,5.33,0.54,4.83,0.0,0.0,0.0,0.04,0.38,0.04,0.0,3.33
tradimento,0.11,0.17,7.5,0.88,3.17,0.17,0.04,0.0,0.71,0.92,0.42,0.96,1.17
tradire,0.31,0.33,6.67,0.75,4.0,0.58,0.04,0.0,0.29,0.75,0.25,0.42,2.17
tradizionale,0.1,0.12,3.67,0.08,4.83,0.08,0.12,0.0,0.0,0.04,0.12,0.04,5.5
tradizione,0.44,0.17,4.5,0.04,3.67,0.54,0.33,0.0,0.08,0.17,0.12,0.17,5.33
tradotto,0.38,0.29,5.17,0.0,5.83,0.42,0.33,0.0,0.17,0.04,0.0,0.04,5.5
tradurre,0.29,0.54,5.0,0.0,7.67,0.33,0.25,0.0,0.17,0.0,0.21,0.04,6.17
traduzione,0.23,0.17,3.5,0.12,5.33,0.29,0.17,0.0,0.04,0.12,0.25,0.04,5.5
trafelato,0.17,0.67,6.83,0.04,4.83,0.0,0.33,0.0,0.42,0.33,0.67,0.17,4.5
traffico,0.0,0.04,5.33,0.29,3.0,0.0,0.0,0.0,0.42,0.75,0.29,0.29,2.33
tragedia,0.06,0.29,6.83,0.38,2.67,0.08,0.04,0.0,0.88,0.79,0.54,0.83,2.0
tragico,0.0,0.0,5.0,0.58,3.67,0.0,0.0,0.0,0.92,0.75,0.17,1.0,1.5
trama,0.32,0.92,4.83,0.17,5.33,0.17,0.46,0.0,0.25,0.12,0.29,0.12,5.67
trambusto,0.0,0.0,4.67,0.04,4.83,0.0,0.0,0.0,0.04,0.25,0.17,0.17,4.33
tramonto,0.5,0.54,4.17,0.0,5.0,0.29,0.71,0.0,0.12,0.0,0.54,0.42,8.17
tramutare,0.48,0.58,6.0,0.21,6.0,0.29,0.67,0.0,0.25,0.21,0.33,0.46,6.0
tran_tran,0.15,0.17,4.83,0.04,3.83,0.12,0.17,0.0,0.12,0.04,0.17,0.42,4.33
trance,0.11,0.04,5.0,0.0,5.67,0.04,0.17,0.0,0.25,0.0,0.04,0.08,5.0
tranquilla,0.4,0.17,4.0,0.0,6.0,0.33,0.46,0.0,0.04,0.0,0.12,0.21,7.0
tranquillamente,0.73,0.33,4.0,0.0,6.83,0.75,0.71,0.0,0.0,0.0,0.04,0.0,8.0
tranquillare,0.25,0.04,3.0,0.04,5.33,0.33,0.17,0.0,0.12,0.21,0.17,0.17,5.17
tranquillità,0.81,0.42,6.0,0.0,7.67,0.71,0.92,0.0,0.0,0.0,0.5,0.04,8.67
tranquillo,0.72,0.46,2.83,0.0,5.5,0.62,0.83,0.0,0.0,0.0,0.46,0.0,7.0
trappola,0.0,0.08,7.5,0.42,2.0,0.0,0.0,0.0,0.96,0.88,0.67,0.58,1.5
trarre,0.33,0.33,4.67,0.0,5.33,0.38,0.29,0.0,0.12,0.0,0.17,0.04,5.17
trasalire,0.06,0.0,5.83,0.04,4.67,0.0,0.12,0.0,0.67,0.04,0.67,0.08,2.67
trasalito,0.08,0.17,7.0,0.5,5.17,0.12,0.04,0.0,0.71,0.5,0.92,0.25,4.83
trascinare,0.15,0.17,6.17,0.08,3.67,0.17,0.12,0.0,0.17,0.58,0.17,0.58,3.67
trascorrere,0.38,0.46,4.33,0.0,5.0,0.17,0.58,0.0,0.25,0.08,0.33,0.5,5.33
trascrizione,0.12,0.17,4.5,0.0,4.5,0.21,0.04,0.0,0.04,0.04,0.08,0.04,5.33
trascurare,0.0,0.12,6.33,0.5,3.17,0.0,0.0,0.0,0.17,0.54,0.0,0.42,2.83
trasecolare,0.02,0.17,5.33,0.04,4.5,0.0,0.04,0.0,0.17,0.04,0.17,0.12,4.33
trasferimento,0.39,0.71,6.0,0.0,5.83,0.58,0.21,0.0,0.5,0.12,0.33,0.46,5.0
trasferire,0.5,0.79,6.83,0.17,5.5,0.58,0.42,0.0,0.58,0.25,0.58,0.54,5.0
trasformare,0.18,0.67,5.17,0.0,5.67,0.29,0.08,0.0,0.04,0.0,0.42,0.04,5.5
trasformazione,0.48,0.71,6.33,0.0,5.5,0.54,0.42,0.0,0.29,0.04,0.5,0.17,6.67
trasformismo,0.33,0.33,5.17,0.0,4.67,0.33,0.33,0.0,0.29,0.21,0.58,0.12,5.33
trasmettere,0.62,0.46,5.17,0.0,5.67,0.54,0.71,0.0,0.0,0.04,0.25,0.17,6.33
trasmissione,0.33,0.5,5.17,0.12,5.67,0.42,0.25,0.0,0.12,0.12,0.29,0.17,5.83
traspare,0.45,0.46,6.0,0.08,5.33,0.58,0.33,0.0,0.17,0.29,0.58,0.58,6.17
trasparente,0.35,0.17,4.0,0.0,5.67,0.42,0.29,0.0,0.12,0.0,0.29,0.12,5.83
trasparenza,0.33,0.42,4.67,0.0,5.33,0.42,0.25,0.0,0.0,0.0,0.17,0.0,5.83
trasportare,0.2,0.5,4.5,0.0,5.33,0.29,0.12,0.0,0.0,0.0,0.12,0.0,6.33
trasporto,0.42,0.25,4.33,0.08,4.5,0.42,0.42,0.0,0.21,0.25,0.58,0.17,6.17
trattamento,0.33,0.75,6.33,0.12,4.67,0.42,0.25,0.0,0.33,0.12,0.08,0.17,4.83
trattare,0.14,0.42,6.17,0.21,4.83,0.29,0.0,0.0,0.42,0.17,0.04,0.04,5.17
trattativa,0.27,0.58,5.17,0.0,5.67,0.42,0.12,0.0,0.0,0.0,0.25,0.0,5.33
trattato,0.21,0.17,4.67,0.0,4.83,0.25,0.17,0.0,0.12,0.0,0.12,0.0,5.0
tratteggiata,0.11,0.42,4.67,0.08,5.5,0.17,0.04,0.0,0.17,0.04,0.17,0.08,5.33
trattenere,0.12,0.33,6.0,0.29,4.33,0.04,0.21,0.0,0.25,0.33,0.0,0.17,4.5
tratto,0.08,0.04,5.0,0.0,5.17,0.12,0.04,0.0,0.0,0.0,0.0,0.0,5.33
trauma,0.17,0.29,6.83,0.96,2.17,0.17,0.17,0.0,0.83,0.83,0.29,0.88,2.0
traumatizzare,0.0,0.0,5.67,0.58,3.17,0.0,0.0,0.0,1.0,0.71,0.04,0.92,1.67
travestire,0.41,0.67,5.5,0.04,5.83,0.12,0.71,0.0,0.12,0.12,0.79,0.25,5.83
travolgere,0.32,0.25,6.83,0.17,4.0,0.17,0.46,0.0,0.42,0.29,0.33,0.54,5.17
tremante,0.11,0.25,6.83,0.42,3.33,0.17,0.04,0.0,0.79,0.67,0.17,0.62,3.0
tremare,0.02,0.0,6.83,0.08,3.0,0.0,0.04,0.0,0.75,0.58,0.08,0.29,2.83
tremendo,0.0,0.04,4.33,0.33,3.0,0.0,0.0,0.0,0.62,0.42,0.17,0.33,2.33
tremore,0.04,0.04,5.0,0.17,3.67,0.04,0.04,0.0,0.79,0.46,0.25,0.17,3.5
trend,0.18,0.29,5.67,0.08,5.17,0.08,0.29,0.0,0.17,0.04,0.17,0.08,5.67
treno,0.54,0.54,3.83,0.0,4.83,0.46,0.62,0.0,0.04,0.04,0.33,0.21,6.17
trepidante,0.54,0.83,6.67,0.12,4.67,0.33,0.75,0.0,0.08,0.12,0.58,0.08,6.33
trepidazione,0.46,0.92,8.0,0.04,5.83,0.21,0.71,0.0,0.29,0.04,0.92,0.12,7.0
triangolazione,0.0,0.12,4.17,0.21,3.83,0.0,0.0,0.0,0.33,0.29,0.25,0.21,4.17
triangolo,0.06,0.04,5.33,0.12,5.0,0.04,0.08,0.0,0.08,0.04,0.04,0.04,4.83
tribunale,0.16,0.54,6.5,0.25,2.17,0.29,0.04,0.0,0.83,0.54,0.38,0.38,3.17
trincea,0.17,0.17,7.17,0.83,3.67,0.17,0.17,0.0,0.88,0.83,0.17,0.88,2.0
trionfale,0.69,0.62,6.33,0.0,6.0,0.54,0.83,0.0,0.12,0.17,0.71,0.17,6.83
trionfante,0.5,0.38,6.17,0.0,8.0,0.17,0.83,0.0,0.04,0.0,0.29,0.04,8.17
trionfatore,0.56,0.42,6.17,0.17,5.83,0.29,0.83,0.0,0.12,0.12,0.46,0.04,5.67
trionfo,0.88,0.67,7.5,0.0,7.67,0.75,1.0,0.0,0.0,0.0,0.42,0.04,7.67
triplice,0.02,0.17,4.67,0.0,4.17,0.0,0.04,0.0,0.12,0.0,0.17,0.04,4.83
triste,0.12,0.29,5.67,0.29,3.83,0.25,0.0,0.0,0.67,0.58,0.12,0.96,2.5
tristezza,0.1,0.38,5.5,0.17,4.83,0.21,0.0,0.0,0.42,0.42,0.08,1.0,3.5
tristo,0.02,0.08,5.17,0.21,5.0,0.04,0.0,0.0,0.42,0.25,0.12,0.71,2.83
troione,0.0,0.0,6.0,0.75,4.33,0.0,0.0,0.0,0.08,0.71,0.21,0.33,2.33
troll,0.06,0.0,6.33,0.29,5.5,0.0,0.12,0.0,0.17,0.25,0.25,0.08,3.0
trombare,0.65,0.92,5.0,0.0,6.67,0.38,0.92,0.0,0.0,0.0,0.67,0.04,7.17
trombetta,0.54,0.29,5.5,0.08,4.5,0.38,0.71,0.0,0.04,0.29,0.62,0.08,6.83
troncare,0.25,0.21,5.17,0.17,3.0,0.29,0.21,0.0,0.71,0.71,0.21,0.83,2.67
tronco,0.08,0.04,5.17,0.0,5.33,0.04,0.12,0.0,0.0,0.0,0.04,0.0,5.17
tronfio,0.29,0.21,5.33,0.46,5.17,0.25,0.33,0.0,0.04,0.17,0.25,0.04,4.0
trono,0.44,0.46,5.5,0.17,5.17,0.21,0.67,0.0,0.38,0.17,0.04,0.25,4.83
troppo,0.27,0.54,6.67,0.25,5.5,0.25,0.29,0.0,0.25,0.42,0.58,0.42,5.5
trovare,0.73,0.92,6.17,0.08,6.0,0.67,0.79,0.0,0.33,0.17,0.96,0.12,6.0
trovata,0.46,0.46,3.33,0.04,6.0,0.25,0.67,0.0,0.04,0.12,0.79,0.12,6.33
trucco,0.15,0.58,3.0,0.08,4.67,0.12,0.17,0.0,0.12,0.17,0.67,0.08,4.67
truffa,0.15,0.0,5.83,0.83,3.33,0.17,0.12,0.0,0.46,0.88,0.04,0.71,1.33
truppa,0.18,0.54,5.83,0.33,3.67,0.33,0.04,0.0,0.46,0.33,0.04,0.33,3.67
tubero,0.16,0.04,3.67,0.0,6.17,0.04,0.29,0.0,0.0,0.0,0.12,0.0,5.67
tubo,0.0,0.0,4.83,0.0,5.0,0.0,0.0,0.0,0.04,0.0,0.0,0.12,4.83
